,node,aPDist,pIn_Degree,aEigenvector_Centrality,pDegree_Centrality,aDegree,aIn_Degree,aBetweenness_Centrality,pDegree,aDegree_Centrality,pCloseness_Centrality,pPagerank,pOut_Degree,aCloseness_Centrality,pBetweenness_Centrality,aOut_Degree,pEigenvector_Centrality,aPagerank,hallmark
5777,VIL1,11.346769312697948,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,145
5778,VIM,12.512900000001158,23,0.0154114332389791,0.0041243654822335,20.0,20.0,0.0,26,0.0033288948069241,0.234200009604763,0.000329651434158519,3,0.196852668124793,0.000207772570459864,0.0,5.66195326619957e-05,0.00043791596761252004,16
5779,VIP,9.678329439174929,8,0.0016877561249871301,0.0050761421319797,32.0,8.0,0.000484752787955982,32,0.0053262316910785605,0.19170786668063197,8.939508160131091e-05,24,0.166165677932451,0.0004089750824062511,24.0,1.78975700803612e-06,0.000132117958852116,932
5780,VIPR1,12.512900000001158,3,0.00163653749439575,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.193980984449661,4.66633274097813e-05,0,0.164261109068948,0.0,0.0,2.44654040140512e-06,6.91948041842456e-05,516
5781,VIPR2,11.34986177400601,2,0.0011422051499810901,0.000634517766497462,4.0,2.0,1.4625450246216598e-05,4,0.0006657789613848201,0.18277195890113,4.90179870323155e-05,2,0.15852822388959198,7.50953210861183e-06,2.0,1.49890795479687e-06,7.2615166369438e-05,768
5782,VLDLR,10.8560624396741,10,0.0028022967297249893,0.0030139593908629398,10.0,5.0,5.6831962519587794e-05,19,0.00166444740346205,0.22209220181976103,0.000188546038321841,9,0.171012085084133,0.000125959982154222,5.0,2.0400151769503697e-05,0.000178157347832096,28
5783,VN1R1,12.512900000001158,1,0.000108192738178458,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.152597606398614,5.9240066984601414e-05,0,0.13166695918738303,0.0,0.0,5.0838857067465195e-08,8.258616708912159e-05,0
5784,VPS24,12.512900000001158,2,0.00163311364516076,0.000475888324873096,1.0,1.0,0.0,3,0.00016644474034620502,0.19114734716187,9.85673870739666e-05,1,0.16043253576415303,4.17324192831391e-05,0.0,2.32390078355322e-06,5.5739987166425904e-05,0
5785,VPS28,12.512900000001158,1,3.5354304037542395e-19,0.000317258883248731,1.0,1.0,0.0,2,0.00016644474034620502,0.111087269755991,6.37610335937208e-05,1,0.00016644474034620502,0.0,0.0,1.62677063887281e-11,5.6325543915286705e-05,4
5786,VPS39,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,3.74723685652785e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,5.3253693957785604e-05,0
5787,VPS4A,11.656812680978895,4,3.5354304037542395e-19,0.0012690355329949199,2.0,1.0,0.00011850909846191398,8,0.00033288948069241003,0.129480473441193,0.00021528288326435802,4,0.00016644474034620502,0.000409673403895753,1.0,2.70899344534912e-09,8.9091943461965e-05,768
5788,VPS4B,11.656975187219533,5,0.00173266664972996,0.00142766497461929,3.0,2.0,6.47126892192638e-07,9,0.0004993342210386152,0.196613776654742,0.000205746253552866,4,0.163522109119556,0.0007837769974855848,1.0,5.11093145325398e-06,7.7561919246025e-05,512
5789,VRK1,10.60610915293761,1,0.00340590301289613,0.00222081218274112,14.0,1.0,7.70380627141036e-05,14,0.00233022636484687,0.205314494801686,4.796750577337829e-05,13,0.17720230205228601,5.718437311432379e-05,13.0,2.6834612924875893e-05,7.21211049680519e-05,512
5790,VRK2,12.512900000001158,1,0.00340590301289613,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.20537729806648702,4.796750577337829e-05,0,0.177267980764333,0.0,0.0,2.6834612924875893e-05,7.21211049680519e-05,0
5791,VRK3,12.496119554003489,0,2.71956184904173e-20,0.00142766497461929,9.0,0.0,0.0,9,0.00149800266311585,0.0,3.38707495131675e-05,9,0.0,0.0,9.0,2.6598156925935396e-60,4.81339440286171e-05,256
5792,VSNL1,11.576002163421814,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
5793,VTN,9.424468846730237,3,0.00330972018288654,0.00682106598984771,43.0,3.0,0.00026726151046727297,43,0.007157123834886821,0.20346722201572698,4.59574408462725e-05,40,0.17625799792165303,5.82231663707646e-05,40.0,4.40405005936196e-06,7.02829073870839e-05,21
5794,VTNR,11.636000166417373,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
5795,VUR,12.512900000001158,1,0.00044169683797685,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.172254148141288,3.8027550832312204e-05,0,0.150253161878424,0.0,0.0,2.26278249954002e-07,5.46135962706702e-05,0
5796,VWA1,11.315529489099996,2,0.000335908207121546,0.000634517766497462,4.0,2.0,8.56513021398125e-05,4,0.0006657789613848201,0.16984755538318,7.849433880988309e-05,2,0.147287526580225,7.50358349393098e-05,2.0,1.8370326169897999e-07,0.00011440209251655401,0
5797,VWCE,11.666106107505762,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,512
5798,VWF,9.701048027958409,11,0.014915742179161999,0.00650380710659898,41.0,11.0,0.00141423675339043,41,0.00682423435419441,0.227631852840082,0.000245338851103706,30,0.200364112735262,0.0014985679040574699,30.0,1.71905160094831e-05,0.00040405852247351096,17
5799,VWFP,11.807121900482944,1,1.68111393647497e-05,0.000317258883248731,2.0,1.0,0.0,2,0.00033288948069241003,0.14205407504195403,6.09320524885434e-05,1,0.12436792882661099,0.0,1.0,3.08194910170779e-09,8.73560370426917e-05,0
5800,WARS,12.512900000001158,1,0.00256920074591038,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.19401237126554802,4.25538496852967e-05,0,0.16929225866789904,0.0,0.0,1.67892265879933e-06,6.372098688571011e-05,800
5801,WAS,11.289327508737218,20,0.00849850157444982,0.00650380710659898,28.0,14.0,0.000956619667560977,41,0.00466045272969374,0.21602119239783302,0.00031775917815955496,21,0.17949546480061396,0.000267159053272131,14.0,2.40721811513237e-05,0.000475509306738746,21
5802,WASF1,11.204058345814953,25,0.0188837726876312,0.008248730964467009,28.0,12.0,0.000382719732729629,52,0.00466045272969374,0.239823434100042,0.000422337220699278,27,0.195802088310506,0.000534220943062467,16.0,0.00023085631576531696,0.00048693549104329297,16
5803,WASF2,11.165452438009952,17,0.0105015978419956,0.00713832487309645,26.0,9.0,8.92503570588254e-05,45,0.0043275632490013295,0.219516040748592,0.000218302515004511,28,0.183478295681618,0.00011478973542628701,17.0,4.61456280672968e-05,0.00022874618122449903,52
5804,WASF3,11.20698598768548,11,0.007153816247774541,0.00491751269035533,17.0,4.0,2.4465862874964497e-05,31,0.00282956058588549,0.213102160105608,0.000157597074669328,20,0.17431677807967802,4.66362570012271e-05,13.0,3.97639560534928e-05,0.00015417981493075602,16
5805,WASL,10.929870926943222,32,0.0156041503438603,0.0107868020304569,32.0,14.0,0.000549108174851057,68,0.0053262316910785605,0.235843680143115,0.000475721592835665,36,0.187956310329246,0.0009000953112521631,18.0,5.0079129567224e-05,0.0006234951205047691,532
5806,WDR45B,12.512900000001158,4,0.0050956350454493295,0.000634517766497462,4.0,4.0,0.0,4,0.0006657789613848201,0.207008308432671,5.13652340977051e-05,0,0.176431925352663,0.0,0.0,7.84451638581509e-06,7.80500896360994e-05,0
5807,WDR48,12.078171509402878,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,514
5808,WDR77,11.568533449825571,0,2.71956184904173e-20,0.00111040609137056,7.0,0.0,0.0,7,0.00116511318242344,0.0,3.38707495131675e-05,7,0.0,0.0,7.0,2.6598156925935396e-60,4.81339440286171e-05,768
5809,WEE1,9.440519903478405,4,0.00262526023577593,0.0120558375634518,76.0,4.0,0.0012774788193367199,76,0.0126498002663116,0.194792391107965,6.91362995895787e-05,72,0.16413591522962398,0.00124390534813824,72.0,6.0125249151711e-05,0.00013062444627081298,528
5810,WEE2,11.703439540689338,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,768
5811,WG,11.667026343817877,1,0.00031909706775679704,0.000317258883248731,2.0,1.0,0.0,2,0.00033288948069241003,0.169519246969116,5.14330358345072e-05,1,0.14691846899653901,0.0,1.0,1.80621312597272e-07,7.51799995024794e-05,0
5812,WHSC1,11.6902753037114,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,6
5813,WHSC2,12.512900000001158,23,0.00059832047035718,0.00666243654822335,5.0,5.0,0.0,42,0.000832223701731025,0.19265284759225898,0.000218210112603182,19,0.152643351147809,1.00338539770517e-06,0.0,2.7533925502579893e-06,0.00012642290234066,0
5814,WIF1,10.033909535696758,1,0.000264290902571276,0.0036484771573604092,23.0,1.0,4.47513656429205e-05,23,0.003828229027962721,0.165227127445176,3.83743251408534e-05,22,0.142692937808586,2.3046385178440398e-05,22.0,1.27414755155726e-07,5.455014507217821e-05,256
5815,WIPF1,11.617495889499322,4,0.000835231673336601,0.00142766497461929,3.0,1.0,2.50252383126428e-07,9,0.0004993342210386152,0.19865595289844898,7.42237759816952e-05,5,0.152619990273262,3.2455504180010103e-06,2.0,6.05112883529983e-06,5.3252473392037204e-05,20
5816,WISP1,12.512900000001158,1,0.0030258978620241,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.19763657906898105,4.2869718526892105e-05,0,0.170815900199157,0.0,0.0,3.25132674652408e-06,6.36981397173905e-05,528
5817,WNK1,10.152065435180903,2,0.0043352668988855,0.00317258883248731,20.0,2.0,0.000367251723880838,20,0.0033288948069241,0.20245905109582898,4.3758323696932706e-05,18,0.17249855011896398,0.000251956235267071,18.0,6.33867988148461e-06,6.70062697785404e-05,32
5818,WNK4,12.507914578133958,2,0.000734604042107342,0.000634517766497462,4.0,2.0,0.000218231858659349,4,0.0006657789613848201,0.18035514543166298,4.64496398007615e-05,2,0.153423625054057,0.000239693289232184,2.0,6.09469803384545e-07,6.8599517034027e-05,0
5819,WNT1,9.745806340489521,29,0.00322093029590328,0.00999365482233502,45.0,19.0,0.00094808567995895,63,0.00749001331557923,0.223528083268801,0.000378402094921977,34,0.170853530833061,0.0009110238079360481,26.0,4.409296402736961e-05,0.000565058398003475,912
5820,WNT10A,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,0
5821,WNT10B,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,897
5822,WNT11,10.147312198369344,12,0.0011616246979975699,0.0044416243654822295,24.0,10.0,0.000138346053373439,28,0.0039946737683089215,0.18552565643991198,8.40366656899866e-05,16,0.158178314873037,7.884138362123779e-05,14.0,2.98592533338821e-06,9.18112619191279e-05,912
5823,WNT16,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,592
5824,WNT2,10.352228240972229,17,0.00117319598098975,0.0053934010152284296,23.0,11.0,0.000185841575942586,34,0.003828229027962721,0.216489418234808,0.000148388038034472,17,0.15865496067764803,0.00030975491743488,12.0,1.2915120092125301e-05,0.00011544056458618899,528
5825,WNT2B,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,512
5826,WNT3,10.374654451656141,11,0.0011616246979975699,0.0038071065989847695,22.0,10.0,2.9882965280962603e-05,24,0.00366178428761651,0.19449736287455702,8.252602104804059e-05,13,0.158188013708948,2.85144244106339e-05,12.0,3.24697942869669e-06,9.18112619191279e-05,784
5827,WNT3A,10.215343035447148,30,0.00116162469799758,0.008248730964467009,36.0,21.0,0.000338864162596471,52,0.00599201065246338,0.20534967147126898,0.000280334714153582,22,0.15848926868038002,0.000548167340756539,15.0,3.0090344515610303e-05,0.000195447412000478,917
5828,WNT4,10.147312198369344,12,0.0011616246979975699,0.0047588832487309605,24.0,10.0,0.000138346053373439,30,0.0039946737683089215,0.18552565643991198,8.40366656899866e-05,18,0.158178314873037,0.000201511170320982,14.0,2.98592533338821e-06,9.18112619191279e-05,913
5829,WNT5A,10.107312231652863,15,0.0052650798477223894,0.00523477157360406,27.0,12.0,0.0004630628704359191,33,0.00449400798934754,0.207554418578962,0.00010090359137613801,18,0.17987089978241802,0.00022204337604485,15.0,8.0690153802954e-06,0.00011175533056137199,949
5830,WNT5B,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,273
5831,WNT6,10.106346779830524,12,0.0011616246979975699,0.0046002538071066,25.0,10.0,0.000247595276002242,29,0.0041611185086551285,0.18552565643991198,8.40366656899866e-05,17,0.158178314873037,0.000198683145161334,15.0,2.98592533338821e-06,9.18112619191279e-05,0
5832,WNT7A,10.494542869030115,13,0.0011616246979975699,0.0041243654822335,20.0,10.0,1.9115128751504103e-05,26,0.0033288948069241,0.192127851854765,0.000119605445360107,13,0.158188013708948,3.69773667608624e-05,10.0,3.3666678998762797e-06,9.18112619191279e-05,689
5833,WNT7B,10.493601797304368,10,0.0011616246979975699,0.00333121827411168,21.0,10.0,2.7481855509134505e-05,21,0.0034953395472703108,0.18449754976971303,6.518110651595129e-05,11,0.158188013708948,7.84305806156006e-06,11.0,2.39651045375672e-06,9.18112619191279e-05,560
5834,WNT8A,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,16
5835,WNT8B,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,0
5836,WNT9A,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,896
5837,WNT9B,10.494542869030115,10,0.0011616246979975699,0.00317258883248731,20.0,10.0,1.9115128751504103e-05,20,0.0033288948069241,0.18449754976971303,6.518110651595129e-05,10,0.158188013708948,6.65895243169916e-06,10.0,2.39651045375672e-06,9.18112619191279e-05,512
5838,WRAP53,11.791963970710901,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,64
5839,WRN,11.166113546347479,2,0.0037859309787992203,0.0009517766497461928,6.0,2.0,0.000244265742322732,6,0.0009986684420772304,0.20683805496214497,7.183831913487671e-05,4,0.1783415122065,5.479173458964671e-05,4.0,2.75607064033495e-05,0.000208490051759658,194
5840,WSN,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,4.8277225721611296e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,6.861294374529102e-05,0
5841,WT1,10.37416070893691,6,0.006602639551469921,0.00269670050761421,17.0,6.0,0.000404738285330787,17,0.00282956058588549,0.21348172816374303,9.0241272843933e-05,11,0.18381819134871602,0.000293609710345896,11.0,8.60196468186944e-06,0.000164031291437242,928
5842,WT2,12.512900000001158,1,0.00128410984067325,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.19825746117915102,3.99314026804789e-05,0,0.16440758394327698,0.0,0.0,3.99607118501156e-06,5.6123384505922e-05,0
5843,WWOX,11.246022316525535,1,0.00459944959594631,0.000475888324873096,3.0,1.0,7.33942792294037e-06,3,0.0004993342210386152,0.20343268726800198,4.7081084248670505e-05,2,0.17697134830424105,4.3999862372784885e-06,2.0,4.216604224398069e-06,7.335123291739809e-05,384
5844,WWP1,9.81995415210545,6,0.00291564634064156,0.0041243654822335,26.0,6.0,0.000181747833162763,26,0.0043275632490013295,0.202231313130592,6.77424752192461e-05,20,0.167167000296717,0.000174928839362029,20.0,7.07365365145405e-06,8.07583003392932e-05,0
5845,WWTR1,12.02645327009516,5,0.00538067228145153,0.0009517766497461928,6.0,5.0,3.06098037968788e-05,6,0.0009986684420772304,0.21266103308859305,5.9344157369038095e-05,1,0.17934572927210501,2.6996948409857e-05,1.0,1.0277204978411501e-05,8.672637793874029e-05,784
5846,XAB2,11.768965085705107,5,1.09697142511034e-05,0.00158629441624365,6.0,3.0,0.0,10,0.0009986684420772304,0.159580718420998,0.000114228629087326,5,0.12023527592763301,0.0,3.0,1.53889261022192e-07,0.000100033563753571,2
5847,XAF1,11.62679419204567,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,4
5848,XBP1,12.512900000001158,4,0.0021369186647683,0.000634517766497462,4.0,4.0,0.0,4,0.0006657789613848201,0.197951979728952,5.963698820343471e-05,0,0.168079642372173,0.0,0.0,2.4253019800800703e-06,8.72814137494417e-05,948
5849,XCL1,10.007403711100345,0,2.71956184904173e-20,0.00285532994923858,18.0,0.0,0.0,18,0.00299600532623169,0.0,3.38707495131675e-05,18,0.0,0.0,18.0,2.6598156925935396e-60,4.81339440286171e-05,789
5850,XCL2,10.007403711100345,0,2.71956184904173e-20,0.00285532994923858,18.0,0.0,0.0,18,0.00299600532623169,0.0,3.38707495131675e-05,18,0.0,0.0,18.0,2.6598156925935396e-60,4.81339440286171e-05,53
5851,XCR1,10.68573220169774,57,0.0118672551646497,0.0101522842639594,60.0,55.0,0.00011865278781328602,64,0.00998668442077231,0.215245300656206,0.000257152309742569,7,0.18589770252048002,0.000100047361310335,5.0,1.59456367591888e-05,0.00034319954691619,17
5852,XDH,12.512900000001158,2,0.00256920074591038,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.194033301452857,4.36620401628693e-05,0,0.16931446821314902,0.0,0.0,1.67892265879933e-06,6.52962945562235e-05,928
5853,XIAP,10.118637693460116,28,0.0201912948764708,0.00840736040609137,32.0,18.0,0.00122768224014378,53,0.0053262316910785605,0.237966429348903,0.000401234033497083,25,0.20336499413363002,0.0018806130000347601,14.0,0.00016055422601290501,0.000611574127428768,645
5854,XIST,12.509300882011475,2,0.000517427967394909,0.000475888324873096,3.0,2.0,0.000109115929329675,3,0.0004993342210386152,0.183766242203237,0.000259390988287736,1,0.152073380822586,0.000119846644616092,1.0,1.5017073751896298e-06,0.00033976784141845497,0
5855,XPA,10.712740039940433,16,0.0095566104225262,0.00523477157360406,24.0,7.0,0.000835382590436682,33,0.0039946737683089215,0.21705135503210998,0.00012605630410393898,17,0.182634030552119,0.000223583818642377,17.0,1.36377124781589e-05,0.000101758185750456,2
5856,XPC,12.512900000001158,11,0.000865215090042078,0.0019035532994923895,10.0,10.0,0.0,12,0.00166444740346205,0.18973525130399105,0.000103361325093063,1,0.152978075499879,0.0,0.0,8.379287272669639e-06,0.00011321371607208799,770
5857,XPO1,12.155602562822788,43,0.0125138308007491,0.00745558375634518,43.0,41.0,0.000352441090080899,47,0.007157123834886821,0.226584709021484,0.000181814185307327,4,0.189949073448625,0.000238947658868673,2.0,5.409228119398421e-05,0.00023438478261430498,512
5858,XPO5,11.543668081211893,2,1.11393253336749e-16,0.0009517766497461928,5.0,1.0,0.0,6,0.000832223701731025,0.167201708786883,6.97016673781748e-05,4,0.0,9.16193974852817e-05,4.0,1.03141080735917e-06,6.11560015217758e-05,0
5859,XPR1,12.512900000001158,1,0.000902408708061734,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.18644051910617396,3.89141974473721e-05,0,0.15513878278095,0.0,0.0,2.4677505149706e-06,5.4911323135303214e-05,0
5860,XRCC1,12.512900000001158,15,0.00519766180506484,0.00269670050761421,14.0,14.0,0.0,17,0.00233022636484687,0.203732378461212,0.000210764965685799,2,0.17449966657040697,0.00011247816390717801,0.0,7.93807054708535e-05,0.000143036727050276,2
5861,XRCC4,12.512900000001158,14,0.009976418929633009,0.00317258883248731,8.0,8.0,0.0,20,0.0013315579227696401,0.22032308501605,0.00033627851620984903,6,0.18618173008548897,0.0005286648876167019,0.0,3.80428810142036e-05,0.00031216240965782003,2
5862,XRCC5,11.647312165086023,8,0.000182929859112264,0.00269670050761421,3.0,1.0,2.6496146731387503e-07,17,0.0004993342210386152,0.201100265518005,0.000275284996008057,9,0.141093153709556,7.326600231129059e-05,2.0,4.67745586240632e-06,5.5485740440714e-05,578
5863,XRCC6,11.228196971210146,8,0.000185378589097552,0.00285532994923858,4.0,1.0,2.35173461210874e-06,18,0.0006657789613848201,0.20199273902937603,0.000279428000732788,10,0.132662534868063,0.000240861274816662,3.0,4.6528351702596495e-06,5.9227594721616396e-05,578
5864,XRN1,12.501287818273745,0,2.71956184904173e-20,0.0009517766497461928,6.0,0.0,0.0,6,0.0009986684420772304,0.0,3.38707495131675e-05,6,0.0,0.0,6.0,2.6598156925935396e-60,4.81339440286171e-05,0
5865,YAP1,11.215439540689266,4,0.000555870160930358,0.00111040609137056,5.0,3.0,9.22859621271108e-06,7,0.000832223701731025,0.19324301324565601,7.10236424742019e-05,3,0.152692253526233,1.02658334856381e-05,2.0,2.65708251942441e-06,9.232179881779841e-05,928
5866,YARS,11.629936994508551,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
5867,YBX1,10.565951023465125,2,0.00256920074591038,0.00142766497461929,9.0,2.0,0.000142819386803371,9,0.00149800266311585,0.19399367399308998,5.69603258937404e-05,7,0.16927290306274,0.000107929244040385,7.0,1.67892265879933e-06,8.4199986602384e-05,512
5868,YEATS4,11.583486919620874,1,0.000341206059162933,0.000317258883248731,2.0,1.0,6.51630403899307e-06,2,0.00033288948069241003,0.173905627174595,3.79009355873401e-05,1,0.147279118318161,1.31882435332342e-06,1.0,9.64112699838867e-07,5.24745433628904e-05,512
5869,YES1,9.011889499085049,43,0.00853273931928454,0.0196700507614213,99.0,29.0,0.00123623022062037,124,0.0164780292942743,0.23181437350666798,0.000333219732807395,81,0.181108340862003,0.00136018605276755,70.0,4.39888971065732e-05,0.000308292633836321,564
5870,YKT6,11.925839457480778,1,2.71956184904173e-20,0.00111040609137056,5.0,0.0,0.0,7,0.000832223701731025,0.142855492549143,4.90498535012073e-05,6,0.0,0.0,5.0,6.14423994789901e-09,4.81339440286171e-05,0
5871,YWHAB,10.574055000832379,54,0.03868640681268,0.0142766497461929,37.0,28.0,4.61838650338512e-06,90,0.00615845539280959,0.24255752478831102,0.0005433400686200232,36,0.20019308726462498,0.000172495430381298,9.0,0.000180690661957441,0.000661872619829016,384
5872,YWHAE,10.574055200532827,115,0.048205467906367296,0.0333121827411168,44.0,35.0,2.28050289880092e-05,210,0.00732356857523302,0.257311632135532,0.000892429839223548,95,0.20616016586057398,0.0016585021841318,9.0,0.000500862874194704,0.0007350007978954742,688
5873,YWHAG,10.574055000832379,108,0.03868640681268,0.0314086294416244,37.0,28.0,4.61838650338512e-06,198,0.00615845539280959,0.247823609308838,0.000778865210352905,90,0.20019308726462498,0.0008662507726243361,9.0,0.000459538361648906,0.000661872619829016,640
5874,YWHAH,9.879975486770181,75,0.0545844308723694,0.0193527918781726,71.0,49.0,0.000620406056812238,122,0.0118175765645806,0.24847437961868105,0.000630365007944572,47,0.20726988957814999,0.000867728932527683,22.0,0.000211242529990101,0.000830730341569128,144
5875,YWHAQ,10.332918222666326,60,0.0404830839436305,0.0166560913705584,46.0,31.0,0.0003594958793139,105,0.00765645805592543,0.247789452653982,0.000612296252449088,45,0.202471222381041,0.000699322959228625,15.0,0.000191038579549074,0.000684161551640086,128
5876,YWHAZ,9.984866350474563,60,0.0466974820621614,0.018242385786802,65.0,35.0,0.00153969277477055,115,0.0108189081225033,0.245555743185271,0.000603381790766768,55,0.204250519798846,0.00108597081445613,30.0,0.000194859102336911,0.00071842177282549,129
5877,YY1,10.014997786653662,16,0.00264230416713679,0.00745558375634518,24.0,4.0,0.000623883675929951,47,0.0039946737683089215,0.219154796578407,0.000164225786641651,31,0.16811470843081103,0.0009966909428762304,20.0,5.23344951509223e-05,7.98203806293328e-05,2
5878,ZAK,10.971301564320493,1,0.00023585529314206803,0.0009517766497461928,6.0,1.0,1.22996426951273e-06,6,0.0009986684420772304,0.17185263812368803,3.9412702561592895e-05,5,0.14610308730202898,4.7350322104534997e-07,5.0,6.626363862981438e-07,5.828818751763721e-05,898
5879,ZAP70,9.417014761191805,79,0.0146339239164564,0.0269670050761421,70.0,28.0,0.000828129301502642,170,0.0116511318242344,0.240690323814307,0.0007352688725213942,91,0.188947437789602,0.00216431653648133,42.0,0.00010336306419275401,0.000271386761551476,533
5880,ZBED1,12.512900000001158,4,0.0071219596415740705,0.000634517766497462,4.0,4.0,0.0,4,0.0006657789613848201,0.214118058073483,4.97009554898325e-05,0,0.185311154275932,0.0,0.0,1.13591323808713e-05,7.16475316291792e-05,0
5881,ZBP1,11.333495190547813,4,2.71956184904173e-20,0.00158629441624365,2.0,0.0,0.0,10,0.00033288948069241003,0.19318072032783198,8.25674558299951e-05,6,0.0,7.227845011661951e-06,2.0,3.6168682840861e-06,4.81339440286171e-05,4
5882,ZBTB16,11.014871808953579,1,0.00459944959594631,0.000793147208121827,5.0,1.0,0.000113120287024094,5,0.000832223701731025,0.20343268726800198,4.7081084248670505e-05,4,0.17697134830424105,0.00012134279678400701,4.0,4.216604224398069e-06,7.335123291739809e-05,912
5883,ZBTB17,9.987461191546338,10,1.11393253336749e-16,0.00602791878172589,20.0,1.0,0.00011850909846191398,38,0.0033288948069241,0.21658069795578397,0.00015956593193571498,28,0.00016644474034620502,0.00044755150383428,19.0,2.11594347922871e-05,9.26504230914886e-05,768
